Coord;Interestingness
(-8.9, 1.8, 11.9);1.623868E-05
(-8.9, 1.8, 12.9);1.622808E-05
(-8.9, 1.8, 13.9);1.62175E-05
(-8.9, 1.8, 14.9);1.620694E-05
(-8.9, 1.8, 15.9);1.619639E-05
(-8.9, 1.8, 16.9);1.618585E-05
(-8.8, 1.8, 17.9);1.617532E-05
(-8.8, 1.8, 18.9);1.616481E-05
(-8.8, 1.8, 19.9);1.615431E-05
(-8.8, 1.8, 20.9);1.614383E-05
(-8.8, 1.7, 21.9);1.613336E-05
(-8.8, 1.7, 22.9);1.61229E-05
(-8.8, 1.7, 23.9);1.611246E-05
(-8.8, 1.7, 24.9);1.20775E-05
(-8.7, 1.7, 25.9);1.207164E-05
(-8.7, 1.7, 26.9);1.206578E-05
(-8.7, 1.7, 27.9);1.205993E-05
(-8.7, 1.7, 28.9);1.205409E-05
(-8.7, 1.7, 29.9);1.204825E-05
(-8.7, 1.7, 30.9);1.204242E-05
(-8.7, 1.7, 31.9);1.203659E-05
(-8.6, 1.6, 32.9);1.203077E-05
(-8.6, 1.6, 33.9);1.202495E-05
(-8.6, 1.6, 34.9);1.201914E-05
(-8.6, 1.6, 35.9);1.201334E-05
(-8.6, 1.6, 36.9);1.200754E-05
(-8.6, 1.6, 37.9);1.200175E-05
(-8.6, 1.6, 38.9);1.199596E-05
(-8.6, 1.6, 39.9);1.199018E-05
(-8.5, 1.6, 40.9);1.19844E-05
(-8.5, 1.6, 41.9);1.197863E-05
(-8.5, 1.6, 42.9);1.197286E-05
(-8.5, 1.5, 43.9);1.19671E-05
(-8.5, 1.5, 44.9);1.196135E-05
(-8.5, 1.5, 45.9);1.19556E-05
(-8.5, 1.5, 46.9);1.194986E-05
(-8.5, 1.5, 47.9);1.194412E-05
(-8.4, 1.5, 48.9);1.193839E-05
(-8.4, 1.5, 49.9);1.193266E-05
(-8.4, 1.5, 50.9);1.192694E-05
(-8.4, 1.5, 51.9);1.192122E-05
(-8.4, 1.5, 52.9);1.191551E-05
(-8.4, 1.5, 53.9);1.190981E-05
(-8.4, 1.4, 54.9);1.190411E-05
(-8.3, 1.4, 55.9);1.189842E-05
(-8.3, 1.4, 56.9);1.189273E-05
(-8.3, 1.4, 57.9);1.188704E-05
(-8.3, 1.4, 58.9);1.188137E-05
(-8.3, 1.4, 59.9);1.18757E-05
(-8.3, 1.4, 60.9);1.187003E-05
(-8.3, 1.4, 61.9);1.186437E-05
(-8.3, 1.4, 62.9);1.185871E-05
(-8.2, 1.4, 63.9);1.185306E-05
(-8.2, 1.4, 64.9);1.184741E-05
(-8.2, 1.3, 65.9);1.578778E-05
(-8.2, 1.3, 66.9);1.183426E-05
(-8.2, 1.3, 67.9);1.182864E-05
(-8.2, 1.3, 68.9);1.182301E-05
(-8.2, 1.3, 69.9);1.575528E-05
(-8.1, 1.3, 70.9);1.574531E-05
(-8.1, 1.3, 71.9);1.573535E-05
(-8.1, 1.3, 72.9);1.57254E-05
(-8.1, 1.3, 73.9);1.571547E-05
(-8.1, 1.3, 74.9);1.570555E-05
(-8.1, 1.3, 75.9);1.569564E-05
(-8.1, 1.2, 76.9);1.568574E-05
(-8.1, 1.2, 77.9);1.567586E-05
(-8.0, 1.2, 78.9);1.566598E-05
(-8.0, 1.2, 79.9);1.565612E-05
(-8.0, 1.2, 80.9);1.564628E-05
(-8.0, 1.2, 81.9);1.563644E-05
(-8.0, 1.2, 82.9);1.562662E-05
(-8.0, 1.2, 83.9);1.561681E-05
(-8.0, 1.2, 84.9);1.560701E-05
(-7.9, 1.2, 85.9);1.559722E-05
(-7.9, 1.2, 86.9);1.558745E-05
(-7.9, 1.1, 87.9);1.557769E-05
(-7.9, 1.1, 88.9);1.556794E-05
(-7.9, 1.1, 89.9);1.55582E-05
(-7.9, 1.1, 90.9);1.554848E-05
(-7.9, 1.1, 91.9);1.942194E-05
(-7.9, 1.1, 92.9);1.940679E-05
(-7.8, 1.1, 93.9);1.939166E-05
(-7.8, 1.1, 94.9);1.937656E-05
(-7.8, 1.1, 95.9);1.936147E-05
(-7.8, 1.1, 96.9);1.934642E-05
(-7.8, 1.1, 97.9);1.933138E-05
(-7.8, 1.0, 98.9);1.931637E-05
(-7.8, 1.0, 99.9);1.930138E-05
(-7.8, 1.0, 100.9);1.928642E-05
(-7.7, 1.0, 101.9);1.927148E-05
(-7.7, 1.0, 102.9);1.925656E-05
(-7.7, 1.0, 103.9);1.924166E-05
(-7.7, 1.0, 104.9);1.538262E-05
(-7.7, 1.0, 105.9);1.537311E-05
(-7.7, 1.0, 106.9);1.536362E-05
(-7.7, 1.0, 107.9);1.535414E-05
(-7.6, 1.0, 108.9);1.534467E-05
(-7.6, 0.9, 109.9);1.533521E-05
(-7.6, 0.9, 110.9);1.532576E-05
(-7.6, 0.9, 111.9);1.531632E-05
(-7.6, 0.9, 112.9);1.53069E-05
(-7.6, 0.9, 113.9);1.529748E-05
(-7.6, 0.9, 114.9);1.528808E-05
(-7.6, 0.9, 115.9);1.90969E-05
(-7.5, 0.9, 116.9);1.526697E-05
(-7.5, 0.9, 117.9);1.525761E-05
(-7.5, 0.9, 118.9);1.524826E-05
(-7.5, 0.9, 119.9);1.523891E-05
(-7.5, 0.8, 120.9);1.903552E-05
(-7.5, 0.8, 121.9);1.902097E-05
(-7.5, 0.8, 122.9);1.520631E-05
(-7.4, 0.8, 123.9);1.519702E-05
(-7.4, 0.8, 124.9);1.898323E-05
(-7.4, 0.8, 125.9);1.896875E-05
(-7.4, 0.8, 126.9);1.516459E-05
(-7.4, 0.8, 127.9);1.515536E-05
(-7.4, 0.8, 128.9);1.514613E-05
(-7.4, 0.8, 129.9);1.513691E-05
(-7.4, 0.8, 130.9);1.512771E-05
(-7.3, 0.7, 131.9);1.88967E-05
(-7.3, 0.7, 132.9);1.888236E-05
(-7.3, 0.7, 133.9);1.886804E-05
(-7.3, 0.7, 134.9);2.262277E-05
(-7.3, 0.7, 135.9);2.260222E-05
(-7.3, 0.7, 136.9);2.25817E-05
(-7.3, 0.7, 137.9);2.256122E-05
(-7.3, 0.7, 138.9);2.254077E-05
(-7.2, 0.7, 139.9);2.252037E-05
(-7.2, 0.7, 140.9);2.25E-05
(-7.2, 0.7, 141.9);2.247967E-05
(-7.2, 0.6, 142.9);2.245937E-05
(-7.2, 0.6, 143.9);2.243911E-05
(-7.2, 0.6, 144.9);2.241889E-05
(-7.2, 0.6, 145.9);2.23987E-05
(-7.1, 0.6, 146.9);2.237855E-05
(-7.1, 0.6, 147.9);2.235844E-05
(-7.1, 0.6, 148.9);2.233836E-05
(-7.1, 0.6, 149.9);2.231832E-05
(-7.1, 0.6, 150.9);1.858331E-05
(-7.1, 0.6, 151.9);1.485666E-05
(-7.1, 0.6, 152.9);1.484779E-05
(-7.1, 0.5, 153.9);1.483894E-05
(-7.0, 0.5, 154.9);1.483009E-05
(-7.0, 0.5, 155.9);1.111677E-05
(-7.0, 0.5, 156.9);1.11118E-05
(-7.0, 0.5, 157.9);1.110684E-05
(-7.0, 0.5, 158.9);1.110188E-05
(-7.0, 0.5, 159.9);7.398504E-06
(-7.0, 0.5, 160.9);7.396305E-06
(-6.9, 0.5, 161.9);7.394106E-06
(-6.9, 0.5, 162.9);7.391909E-06
(-6.9, 0.5, 163.9);7.389713E-06
(-6.9, 0.4, 164.9);7.387519E-06
(-6.9, 0.4, 165.9);7.385325E-06
(-6.9, 0.4, 166.9);7.383133E-06
(-6.9, 0.4, 167.9);7.380942E-06
(-6.9, 0.4, 168.9);7.378753E-06
(-6.8, 0.4, 169.9);7.376565E-06
(-6.8, 0.4, 170.9);7.374378E-06
(-6.8, 0.4, 171.9);7.372193E-06
(-6.8, 0.4, 172.9);7.370008E-06
(-6.8, 0.4, 173.9);7.367826E-06
(-6.8, 0.4, 174.9);7.365644E-06
(-6.4, 1.9, 175.8);1.104438E-05
(-6.0, 1.7, 176.7);7.360196E-06
(-5.6, 1.6, 177.6);7.358019E-06
(-5.2, 1.4, 178.5);7.355843E-06
(-4.8, 1.3, 179.4);1.102969E-05
(-4.4, 1.1, 180.3);1.10248E-05
(-4.0, 1.0, 181.2);1.101992E-05
(-3.6, 0.8, 182.1);1.101503E-05
(-3.2, 0.7, 183.1);1.101016E-05
(-2.8, 0.6, 184.0);7.3374E-06
(-2.4, 0.4, 184.9);3.667889E-06
(-2.0, 0.3, 185.8);3.667348E-06
(-1.6, 0.1, 186.7);7.333074E-06
(-1.2, 0.0, 187.6);7.330913E-06
(-0.7, 0.9, 179.5);1.099232E-05
(-0.8, 1.0, 178.5);3.663028E-06
(-0.9, 1.1, 177.5);7.324438E-06
(-1.0, 1.2, 176.5);7.322282E-06
(-1.1, 1.3, 175.5);3.660333E-06
(-1.2, 1.4, 174.5);7.31905E-06
(-1.3, 1.6, 173.5);7.316897E-06
(-1.4, 1.7, 172.5);7.314746E-06
(-1.5, 1.8, 171.5);7.312595E-06
(-1.6, 1.9, 170.6);7.310447E-06
(-1.6, 2.0, 169.6);7.308299E-06
(-1.7, 2.1, 168.6);1.095842E-05
(-1.8, 2.2, 167.6);7.302935E-06
(-1.9, 2.4, 166.6);7.300791E-06
(-2.0, 2.5, 165.6);7.29865E-06
(-2.1, 2.6, 164.6);7.296509E-06
(-2.2, 2.7, 163.6);7.294369E-06
(-2.3, 2.8, 162.6);7.292231E-06
(-2.4, 2.9, 161.6);7.290093E-06
(-2.5, 3.0, 160.7);3.644246E-06
(-2.5, 3.2, 159.7);3.643712E-06
(-2.6, 3.3, 158.7);7.285823E-06
(-1.7, 3.5, 158.4);1.092473E-05
(-0.7, 3.5, 158.2);1.091994E-05
(0.3, 3.5, 157.9);1.091515E-05
(1.2, 3.5, 157.6);1.454608E-05
(2.2, 3.5, 157.4);1.817065E-05
(3.2, 3.5, 157.1);1.815739E-05
(4.1, 3.6, 156.8);1.451637E-05
(5.1, 3.6, 156.6);1.450791E-05
(6.0, 3.6, 156.3);1.449945E-05
(7.0, 3.6, 156.0);7.246558E-06
(8.0, 3.6, 155.8);1.086588E-05
(8.9, 3.6, 155.5);1.448046E-05
(9.9, 3.6, 155.3);1.808873E-05
(10.9, 3.6, 155.0);1.446152E-05
(11.8, 3.6, 154.7);1.806509E-05
(12.8, 3.6, 154.5);1.444263E-05
(13.8, 3.6, 154.2);1.80415E-05
(14.7, 3.6, 153.9);1.802843E-05
(15.7, 3.6, 153.7);1.801537E-05
(16.7, 3.6, 153.4);1.800233E-05
(17.6, 3.7, 153.1);7.197286E-06
(18.6, 3.7, 152.9);7.195205E-06
(19.6, 3.7, 152.6);7.193124E-06
(20.5, 3.7, 152.4);7.191044E-06
(21.5, 3.7, 152.1);7.188967E-06
(22.4, 3.7, 151.8);7.186889E-06
(23.4, 3.7, 151.6);7.184814E-06
(24.4, 3.7, 151.3);7.182739E-06
(25.3, 3.7, 151.0);7.180666E-06
(26.3, 3.7, 150.8);7.178593E-06
(27.3, 3.7, 150.5);7.176523E-06
(28.2, 3.7, 150.3);7.174453E-06
(29.2, 3.7, 150.0);7.172384E-06
(30.2, 3.7, 149.7);7.170317E-06
(31.1, 3.8, 149.5);7.168251E-06
(32.1, 3.8, 149.2);7.166186E-06
(33.1, 3.8, 148.9);7.164122E-06
(34.0, 3.8, 148.7);7.162059E-06
(35.0, 3.8, 148.4);7.159997E-06
(36.0, 3.8, 148.1);7.157937E-06
(36.9, 3.8, 147.9);7.155878E-06
(37.9, 3.8, 147.6);7.15382E-06
(38.8, 3.8, 147.4);7.151763E-06
(39.8, 3.8, 147.1);1.072379E-05
(40.8, 3.8, 146.8);1.071917E-05
(41.7, 3.8, 146.6);1.071455E-05
(40.8, 4.2, 146.2);7.140472E-06
(39.9, 4.1, 145.8);7.138424E-06
(39.0, 4.1, 145.4);7.136376E-06
(38.1, 4.1, 145.0);1.070073E-05
(37.2, 4.1, 144.6);7.131261E-06
(36.2, 4.1, 144.2);7.129217E-06
(35.3, 4.1, 143.8);7.127175E-06
(34.4, 4.1, 143.4);7.125133E-06
(33.5, 4.1, 143.0);7.123093E-06
(32.6, 4.1, 142.6);7.121054E-06
(31.7, 4.1, 142.2);7.119016E-06
(30.7, 4.1, 141.8);7.116979E-06
(29.8, 4.1, 141.4);7.114943E-06
(28.9, 4.1, 141.0);7.112909E-06
(28.0, 4.0, 140.6);7.110876E-06
(27.1, 4.0, 140.1);7.108844E-06
(26.2, 4.0, 139.7);7.106813E-06
(25.2, 4.0, 139.3);7.104783E-06
(24.3, 4.0, 138.9);7.102754E-06
(23.4, 4.0, 138.5);7.100727E-06
(22.5, 4.0, 138.1);7.0987E-06
(21.6, 4.0, 137.7);7.096675E-06
(20.7, 4.0, 137.3);7.094652E-06
(19.8, 4.0, 136.9);7.092628E-06
(18.8, 4.0, 136.5);7.090607E-06
(17.9, 4.0, 136.1);7.088586E-06
(17.0, 4.0, 135.7);7.086567E-06
(16.1, 3.9, 135.3);7.084549E-06
(15.2, 3.9, 134.9);7.082531E-06
(14.3, 3.9, 134.5);7.080515E-06
(13.3, 3.9, 134.1);1.415499E-05
(12.4, 3.9, 133.7);1.414694E-05
(11.5, 3.9, 133.3);1.41389E-05
(10.6, 3.9, 132.9);1.05989E-05
(9.7, 3.9, 132.5);1.059439E-05
(9.4, 4.3, 133.5);1.058988E-05
(9.2, 4.2, 134.5);1.058537E-05
(8.9, 4.2, 135.4);1.410682E-05
(8.7, 4.1, 136.4);1.409883E-05
(8.5, 4.1, 137.4);1.409084E-05
(8.2, 4.0, 138.3);1.408287E-05
(8.0, 4.0, 139.3);1.055692E-05
(7.7, 3.9, 140.3);1.055244E-05
(7.5, 3.9, 141.3);1.054797E-05
(7.2, 3.8, 142.2);1.05435E-05
(7.0, 3.8, 143.2);1.053903E-05
(6.7, 3.7, 144.2);1.053457E-05
(6.5, 3.7, 145.1);1.053011E-05
(6.3, 3.6, 146.1);1.052565E-05
(6.0, 3.6, 147.1);1.05212E-05
(5.8, 3.5, 148.0);1.051675E-05
(5.5, 3.5, 149.0);1.051231E-05
(5.3, 3.4, 150.0);1.050787E-05
(5.0, 3.4, 150.9);7.002779E-06
(4.8, 3.3, 151.9);1.399965E-05
(4.6, 3.3, 152.9);1.748849E-05
(4.3, 3.2, 153.8);2.096997E-05
(4.1, 3.2, 154.8);2.09523E-05
(3.8, 3.1, 155.8);1.744678E-05
(3.6, 3.1, 156.7);1.743456E-05
(3.3, 3.0, 157.7);1.742234E-05
(3.1, 2.9, 158.7);1.044755E-05
(2.8, 2.9, 159.7);1.044317E-05
(2.6, 2.8, 160.6);1.043878E-05
(2.4, 2.8, 161.6);1.043441E-05
(2.1, 2.7, 162.6);1.043003E-05
(1.9, 2.7, 163.5);1.042566E-05
(1.6, 2.6, 164.5);1.042129E-05
(1.4, 2.6, 165.5);1.041693E-05
(1.1, 2.5, 166.4);1.041257E-05
(0.9, 2.5, 167.4);1.040821E-05
(0.6, 2.4, 168.4);1.040386E-05
(0.4, 2.4, 169.3);1.039951E-05
(0.2, 2.3, 170.3);1.039516E-05
(-0.1, 2.3, 171.3);1.039082E-05
(-0.3, 2.2, 172.2);1.038648E-05
(-0.6, 2.2, 173.2);1.038215E-05
(-0.8, 2.1, 174.2);1.037781E-05
(-1.1, 2.1, 175.1);1.037349E-05
(-1.3, 2.0, 176.1);1.036916E-05
(-1.5, 2.0, 177.1);1.036484E-05
(-1.8, 1.9, 178.1);1.036053E-05
(-2.0, 1.9, 179.0);1.035621E-05
(-2.3, 1.8, 180.0);1.03519E-05
(-2.5, 1.8, 181.0);1.03476E-05
(-2.8, 1.7, 181.9);1.034329E-05
(-3.0, 1.7, 182.9);1.033899E-05
(-3.3, 1.6, 183.9);6.890277E-06
(-3.5, 1.5, 184.8);6.888369E-06
(-3.7, 1.5, 185.8);6.886462E-06
(-4.0, 1.4, 186.8);6.884556E-06
(-4.2, 1.4, 187.7);6.882651E-06
(-4.5, 1.3, 188.7);6.880747E-06
(-4.7, 1.3, 189.7);6.878844E-06
(-3.9, 1.5, 179.2);1.03147E-05
(-3.9, 1.6, 178.2);1.031043E-05
(-3.9, 1.7, 177.2);1.030615E-05
(-3.9, 1.8, 176.2);1.030189E-05
(-3.8, 1.9, 175.2);1.029762E-05
(-3.8, 2.0, 174.2);6.862714E-06
(-3.8, 2.1, 173.2);6.860821E-06
(-3.8, 2.1, 172.2);1.028768E-05
(-3.7, 2.2, 171.2);1.028343E-05
(-3.7, 2.3, 170.2);6.85326E-06
(-3.7, 2.4, 169.2);1.027635E-05
(-3.7, 2.5, 168.2);1.027211E-05
(-3.6, 2.6, 167.2);3.423094E-06
(-3.6, 2.7, 166.2);6.844774E-06
(-3.6, 2.8, 165.2);6.842891E-06
(-3.6, 2.9, 164.3);6.84101E-06
(-3.5, 2.9, 163.3);6.839129E-06
(-3.5, 3.0, 162.3);6.837249E-06
(-3.5, 3.1, 161.3);1.366886E-05
(-3.5, 3.2, 160.3);6.831616E-06
(-3.3, 3.3, 161.3);1.024391E-05
(-3.1, 3.2, 162.2);6.826929E-06
(-3.0, 3.2, 163.2);6.825056E-06
(-2.8, 3.1, 164.2);1.023407E-05
(-2.7, 3.0, 165.2);1.022987E-05
(-2.5, 2.9, 166.2);1.022566E-05
(-2.3, 2.9, 167.2);1.022146E-05
(-2.2, 2.8, 168.1);1.021726E-05
(-2.0, 2.7, 169.1);1.021307E-05
(-1.9, 2.7, 170.1);1.020887E-05
(-1.7, 2.6, 171.1);1.020469E-05
(-1.5, 2.5, 172.1);1.02005E-05
(-1.4, 2.5, 173.1);1.019632E-05
(-1.2, 2.4, 174.1);1.019214E-05
(-1.1, 2.3, 175.0);1.018797E-05
(-0.9, 2.3, 176.0);1.01838E-05
(-0.7, 2.2, 177.0);1.017963E-05
(-0.6, 2.1, 178.0);1.017547E-05
(-0.4, 2.0, 179.0);1.01713E-05
(-0.3, 2.0, 180.0);1.016715E-05
(-0.1, 1.9, 180.9);1.016299E-05
(0.1, 1.8, 181.9);1.015884E-05
(0.2, 1.8, 182.9);6.770258E-06
(0.4, 1.7, 183.9);6.768416E-06
(0.5, 1.6, 184.9);6.766575E-06
(0.7, 1.6, 185.9);6.764735E-06
(0.9, 1.5, 186.9);6.762896E-06
(1.0, 1.4, 187.8);6.761058E-06
(1.2, 1.4, 188.8);6.75922E-06
(1.3, 1.3, 189.8);6.757385E-06
(1.5, 1.2, 190.8);6.755549E-06
(1.7, 1.1, 191.8);6.753715E-06
(2.4, 0.5, 179.9);6.751882E-06
(3.2, 0.6, 179.2);6.75005E-06
(4.0, 0.6, 178.6);6.748219E-06
(4.8, 0.7, 178.0);1.01189E-05
(5.5, 0.8, 177.4);6.743645E-06
(6.3, 0.8, 176.7);6.741818E-06
(7.1, 0.9, 176.1);6.739991E-06
(7.9, 0.9, 175.5);6.738165E-06
(8.6, 1.0, 174.8);6.73634E-06
(9.4, 1.1, 174.2);6.734517E-06
(10.2, 1.1, 173.6);6.732694E-06
(11.0, 1.2, 172.9);6.730872E-06
(11.7, 1.3, 172.3);6.729052E-06
(12.5, 1.3, 171.7);6.727232E-06
(13.3, 1.4, 171.1);6.725413E-06
(14.0, 1.4, 170.4);6.723595E-06
(14.8, 1.5, 169.8);6.721778E-06
(15.6, 1.6, 169.2);6.719963E-06
(16.4, 1.6, 168.5);6.718148E-06
(17.1, 1.7, 167.9);6.716334E-06
(17.9, 1.8, 167.3);6.714521E-06
(18.7, 1.8, 166.6);6.712709E-06
(19.5, 1.9, 166.0);6.710898E-06
(20.2, 1.9, 165.4);6.709088E-06
(21.0, 2.0, 164.8);6.707279E-06
(21.8, 2.1, 164.1);6.705471E-06
(22.6, 2.1, 163.5);6.703664E-06
(23.3, 2.2, 162.9);6.701858E-06
(24.1, 2.2, 162.2);1.00494E-05
(24.9, 2.3, 161.6);1.004534E-05
(25.7, 2.4, 161.0);1.004129E-05
(26.4, 2.4, 160.3);1.003724E-05
(27.2, 2.5, 159.7);1.003319E-05
(28.0, 2.6, 159.1);1.002914E-05
(28.8, 2.6, 158.5);1.00251E-05
(29.5, 2.7, 157.8);1.002106E-05
(30.3, 2.7, 157.2);6.678467E-06
(31.1, 2.8, 156.6);6.676675E-06
(31.9, 2.9, 155.9);6.674883E-06
(32.6, 2.9, 155.3);1.000897E-05
(33.4, 3.0, 154.7);1.000494E-05
(34.2, 3.0, 154.0);1.000092E-05
(35.0, 3.1, 153.4);9.996901E-06
(35.7, 3.2, 152.8);9.992885E-06
(36.5, 3.2, 152.2);9.988872E-06
(37.3, 3.3, 151.5);9.984863E-06
(38.0, 3.4, 150.9);9.980857E-06
(38.8, 3.4, 150.3);9.976853E-06
(39.6, 3.5, 149.6);9.972854E-06
(40.4, 3.5, 149.0);9.968858E-06
(41.1, 3.6, 148.4);9.964864E-06
(41.9, 3.7, 147.7);9.960873E-06
(41.5, 4.1, 146.8);6.638367E-06
(41.0, 4.1, 145.9);6.636596E-06
(40.6, 4.1, 145.0);6.634826E-06
(40.2, 4.1, 144.2);6.633057E-06
(39.7, 4.1, 143.3);6.631289E-06
(39.3, 4.1, 142.4);6.629522E-06
(38.8, 4.1, 141.5);6.627755E-06
(38.4, 4.1, 140.6);9.938322E-06
(38.0, 4.1, 139.7);9.934353E-06
(37.5, 4.1, 138.8);9.930388E-06
(37.1, 4.1, 137.9);9.926425E-06
(36.6, 4.1, 137.0);9.922466E-06
(36.2, 4.0, 136.1);9.91851E-06
(35.8, 4.0, 135.2);6.610143E-06
(35.3, 4.0, 134.3);6.608387E-06
(34.9, 4.0, 133.4);6.606632E-06
(34.5, 4.0, 132.5);6.604878E-06
(34.0, 4.0, 131.6);6.603125E-06
(33.6, 4.0, 130.7);6.601372E-06
(33.1, 4.0, 129.8);6.599621E-06
(32.7, 4.0, 128.9);6.597871E-06
(32.3, 4.0, 128.0);6.596121E-06
(31.8, 4.0, 127.1);6.594372E-06
(31.4, 4.0, 126.2);6.592625E-06
(30.9, 4.0, 125.3);6.590878E-06
(30.5, 4.0, 124.4);6.589132E-06
(30.1, 4.0, 123.5);6.587387E-06
(29.6, 4.0, 122.6);6.585643E-06
(29.2, 4.0, 121.7);6.5839E-06
(28.7, 4.0, 120.8);6.582158E-06
(28.3, 3.9, 119.9);6.580417E-06
(27.9, 3.9, 119.0);6.578677E-06
(27.4, 3.9, 118.1);6.576937E-06
(27.0, 3.9, 117.2);6.575199E-06
(26.5, 3.9, 116.3);6.573462E-06
(26.1, 3.9, 115.4);6.571725E-06
(25.7, 3.9, 114.5);6.569989E-06
(25.2, 3.9, 113.6);6.568254E-06
(24.8, 3.9, 112.7);6.56652E-06
(24.3, 3.9, 111.8);6.564788E-06
(23.9, 3.9, 110.9);6.563056E-06
(23.5, 3.9, 110.0);6.561324E-06
(23.0, 3.9, 109.1);6.559594E-06
(22.6, 3.9, 108.2);6.557865E-06
(22.2, 3.9, 107.3);6.556137E-06
(21.7, 3.9, 106.4);6.554409E-06
(21.3, 3.9, 105.5);6.552682E-06
(20.8, 3.9, 104.6);6.550957E-06
(20.4, 3.9, 103.7);6.549232E-06
(20.0, 3.8, 102.8);6.547508E-06
(19.5, 3.8, 101.9);6.545786E-06
(19.1, 3.8, 101.0);6.544064E-06
(18.6, 3.8, 100.1);6.542342E-06
(18.2, 3.8, 99.2);6.540622E-06
(17.8, 3.8, 98.3);6.538903E-06
(17.3, 3.8, 97.4);6.537185E-06
(16.9, 3.8, 96.5);6.535467E-06
(16.4, 3.8, 95.6);6.53375E-06
(16.0, 3.8, 94.7);6.532035E-06
(15.6, 3.8, 93.8);6.53032E-06
(15.1, 3.8, 92.9);6.528606E-06
(14.7, 3.8, 92.0);6.526893E-06
(14.2, 3.8, 91.1);6.525181E-06
(13.8, 3.8, 90.3);6.52347E-06
(13.4, 3.8, 89.4);6.52176E-06
(12.9, 3.8, 88.5);6.52005E-06
(12.5, 3.8, 87.6);6.518342E-06
(12.0, 3.8, 86.7);6.516634E-06
(11.6, 3.7, 85.8);6.514927E-06
(11.2, 3.7, 84.9);6.513222E-06
(10.7, 3.7, 84.0);6.511517E-06
(10.3, 3.7, 83.1);6.509812E-06
(9.9, 3.7, 82.2);6.508109E-06
(9.4, 3.7, 81.3);6.506407E-06
(9.0, 3.7, 80.4);6.504706E-06
(8.5, 3.7, 79.5);6.503005E-06
(8.1, 3.7, 78.6);6.501306E-06
(7.7, 3.7, 77.7);6.499607E-06
(7.2, 3.7, 76.8);6.497909E-06
(6.8, 3.7, 75.9);6.496212E-06
(6.3, 3.7, 75.0);6.494517E-06
(5.9, 3.7, 74.1);6.492821E-06
(5.5, 3.7, 73.2);6.491127E-06
(5.0, 3.7, 72.3);6.489433E-06
(4.6, 3.7, 71.4);6.487741E-06
(4.1, 3.7, 70.5);6.486049E-06
(3.7, 3.7, 69.6);6.484359E-06
(3.3, 3.6, 68.7);6.482669E-06
(2.8, 3.6, 67.8);6.48098E-06
(2.4, 3.6, 66.9);6.479292E-06
(1.9, 3.6, 66.0);6.477605E-06
(1.5, 3.6, 65.1);6.475918E-06
(1.1, 3.6, 64.2);6.474233E-06
(0.6, 3.6, 63.3);6.472548E-06
(0.2, 3.6, 62.4);6.470865E-06
(-0.2, 3.6, 61.5);6.469182E-06
(-0.7, 3.6, 60.6);6.4675E-06
(-1.1, 3.6, 59.7);6.465819E-06
(-1.6, 3.6, 58.8);6.464139E-06
(-2.0, 3.6, 57.9);9.693059E-06
(-2.4, 3.6, 57.0);6.459942E-06
(-2.9, 3.6, 56.1);6.458265E-06
(-3.3, 3.6, 55.2);6.456589E-06
(-3.8, 3.6, 54.3);6.454913E-06
(-4.2, 3.6, 53.4);6.453239E-06
(-4.6, 3.5, 52.5);6.451565E-06
(-5.1, 3.5, 51.6);6.449892E-06
(-5.5, 3.5, 50.7);6.44822E-06
(-6.0, 3.5, 49.8);6.446549E-06
(-6.4, 3.5, 48.9);6.444879E-06
(-6.8, 3.5, 48.0);9.664189E-06
(-7.3, 3.5, 47.1);9.660435E-06
(-7.7, 3.5, 46.2);9.656686E-06
(-8.2, 3.5, 45.3);9.652938E-06
(-8.6, 3.5, 44.4);9.649194E-06
(-9.0, 3.5, 43.5);9.645452E-06
(-9.5, 3.5, 42.6);9.641713E-06
(-9.9, 3.5, 41.7);9.637978E-06
(-10.4, 3.5, 40.8);9.634246E-06
(-10.8, 3.5, 39.9);9.630516E-06
(-11.2, 3.5, 39.0);9.626789E-06
(-11.7, 3.5, 38.1);9.623064E-06
(-12.1, 3.5, 37.2);9.619343E-06
(-12.5, 3.5, 36.4);9.615625E-06
(-13.0, 3.4, 35.5);9.611909E-06
(-13.4, 3.4, 34.6);9.608197E-06
(-13.9, 3.4, 33.7);9.604487E-06
(-14.3, 3.4, 32.8);9.600781E-06
(-14.7, 3.4, 31.9);9.597076E-06
(-15.2, 3.4, 31.0);9.593376E-06
(-15.6, 3.4, 30.1);9.589677E-06
(-16.1, 3.4, 29.2);9.585981E-06
(-16.5, 3.4, 28.3);9.582289E-06
(-16.9, 3.4, 27.4);9.578599E-06
(-17.4, 3.4, 26.5);9.574912E-06
(-17.8, 3.4, 25.6);9.571228E-06
(-18.3, 3.4, 24.7);9.567547E-06
(-18.7, 3.4, 23.8);9.563869E-06
(-19.1, 3.4, 22.9);9.560193E-06
(-19.6, 3.4, 22.0);9.55652E-06
(-20.0, 3.4, 21.1);9.55285E-06
(-20.5, 3.4, 20.2);9.549183E-06
(-20.9, 3.4, 19.3);9.545519E-06
(-21.3, 3.3, 18.4);9.541857E-06
(-21.8, 3.3, 17.5);9.538198E-06
(-22.2, 3.3, 16.6);9.534542E-06
(-22.7, 3.3, 15.7);9.53089E-06
(-23.1, 3.3, 14.8);9.527239E-06
(-23.5, 3.3, 13.9);9.523592E-06
(-24.0, 3.3, 13.0);9.519947E-06
